Temp(°C),Temp(°F),Water Range(cm),Water Level,Turbidity(Voltage),Water Purity,pH level,target column
59.69,139.44,28,1,3.14,2,8.23,0
59.63,139.32,28,1,3.08,2,8.35,0
59.56,139.21,28,1,3.04,2,8.15,0
59.56,139.21,28,1,3.12,2,8.2,0
59.44,138.99,28,1,2.95,2,8.32,0
59.44,138.99,28,1,3.09,2,8.43,0
59.38,138.87,28,1,2.94,2,8.19,0
59.38,138.87,28,1,3.23,2,8.25,0
59.25,138.65,28,1,3.16,2,8.19,0
59.25,138.65,28,1,3.13,2,8.23,0
59.19,138.54,28,1,2.9,2,8.39,0
59.06,138.31,28,1,3.09,2,8.4,0
59.06,138.31,28,1,3.13,2,8.22,0
59.0,138.2,28,1,2.97,2,8.34,0
59.0,138.2,28,1,3.22,2,8.31,0
58.94,138.09,28,1,2.87,2,8.26,0
58.88,137.97,28,1,2.95,2,8.27,0
58.75,137.75,28,1,2.93,2,8.24,0
58.75,137.75,28,1,3.13,2,8.4,0
58.69,137.64,28,1,3.14,2,8.3,0
58.63,137.52,28,1,3.03,2,8.33,0
58.56,137.41,28,1,2.86,2,7.99,0
58.56,137.41,28,1,3.1,2,8.26,0
58.5,137.3,28,1,2.89,2,8.13,0
58.44,137.19,28,1,2.92,2,7.99,0
58.38,137.07,28,1,3.09,2,8.28,0
58.38,137.07,28,1,2.9,2,8.35,0
58.31,136.96,28,1,3.15,2,7.98,0
58.25,136.85,28,1,2.93,2,8.31,0
58.19,136.74,28,1,3.12,2,8.42,0
58.13,136.62,28,1,2.91,2,8.52,0
58.06,136.51,28,1,2.9,2,8.35,0
58.0,136.4,28,1,2.98,2,8.28,0
57.94,136.29,28,1,3.16,2,8.4,0
57.81,136.06,28,1,3.1,2,8.34,0
57.69,135.84,28,1,2.93,2,8.42,0
57.63,135.72,28,1,3.04,2,8.48,0
57.5,135.5,28,1,2.91,2,8.31,0
57.44,135.39,28,1,3.22,2,8.18,0
57.44,135.39,28,1,3.18,2,8.3,0
57.38,135.27,28,1,3.22,2,8.25,0
57.25,135.05,28,1,3.03,2,8.34,0
57.19,134.94,28,1,3.24,2,8.25,0
57.13,134.82,28,1,3.16,2,8.24,0
57.06,134.71,28,1,3.16,2,8.4,0
57.0,134.6,28,1,3.06,2,8.09,0
57.0,134.6,28,1,3.16,2,8.29,0
56.94,134.49,28,1,3.23,2,8.32,0
56.81,134.26,28,1,3.21,2,8.29,0
56.81,134.26,28,1,2.94,2,8.25,0
56.75,134.15,28,1,3.13,2,8.24,0
56.69,134.04,28,1,3.24,2,8.1,0
56.69,134.04,28,1,3.27,2,8.11,0
56.75,134.15,28,1,3.25,2,8.01,0
56.69,134.04,28,1,2.97,2,8.24,0
56.69,134.04,28,1,3.13,2,8.16,0
56.63,133.93,28,1,2.99,2,8.09,0
56.5,133.7,28,1,3.07,2,8.41,0
56.44,133.59,28,1,3.04,2,8.29,0
56.44,133.59,28,1,3.02,2,8.04,0
56.44,133.59,28,1,2.98,2,8.26,0
56.31,133.36,28,1,3.01,2,8.28,0
56.19,133.14,28,1,2.97,2,8.15,0
56.25,133.25,28,1,3.13,2,8.12,0
56.13,133.02,28,1,3.14,2,8.24,0
56.06,132.91,28,1,3.27,2,8.39,0
56.0,132.8,28,1,3.25,2,8.31,0
55.94,132.69,28,1,3.13,2,8.34,0
55.94,132.69,28,1,3.07,2,8.33,0
55.94,132.69,28,1,3.29,2,8.23,0
55.88,132.57,28,1,2.97,2,8.42,0
55.81,132.46,28,1,3.2,2,8.28,0
55.81,132.46,28,1,3.27,2,8.2,0
55.69,132.24,28,1,3.29,2,7.81,0
55.63,132.12,28,1,3.15,2,8.34,0
55.56,132.01,28,1,3.16,2,8.23,0
55.5,131.9,28,1,2.96,2,8.4,0
55.5,131.9,28,1,3.22,2,8.31,0
55.5,131.9,28,1,3.01,2,8.31,0
55.44,131.79,28,1,3.14,2,7.84,0
55.38,131.68,28,1,3.07,2,7.94,0
55.38,131.68,28,1,2.95,2,8.27,0
55.31,131.56,28,1,3.2,2,8.28,0
55.25,131.45,28,1,3.13,2,8.28,0
55.25,131.45,28,1,3.16,2,8.3,0
55.25,131.45,28,1,3.27,2,8.1,0
55.19,131.34,28,1,3.28,2,8.29,0
55.06,131.11,28,1,3.16,2,8.09,0
55.0,131.0,28,1,3.17,2,8.28,0
55.0,131.0,28,1,3.1,2,8.28,0
54.94,130.89,28,1,2.98,2,8.1,0
54.88,130.77,28,1,3.02,2,8.36,0
54.88,130.77,28,1,3.09,2,8.49,0
54.88,130.77,28,1,3.12,2,8.3,0
54.81,130.66,28,1,3.18,2,8.37,0
54.75,130.55,28,1,3.15,2,8.33,0
54.69,130.44,28,1,2.97,2,8.37,0
54.63,130.32,28,1,3.22,2,8.13,0
54.63,130.32,28,1,3.21,2,8.26,0
54.63,130.32,28,1,3.24,2,8.25,0
54.56,130.21,28,1,3.11,2,8.29,0
54.5,130.1,28,1,3.08,2,8.22,0
54.44,129.99,28,1,3.28,2,8.32,0
54.38,129.87,28,1,3.21,2,7.83,0
54.38,129.87,28,1,2.98,2,8.33,0
54.38,129.87,28,1,3.08,2,8.22,0
54.31,129.76,28,1,3.21,2,8.29,0
54.31,129.76,28,1,2.98,2,8.3,0
54.19,129.54,28,1,3.12,2,8.24,0
54.19,129.54,28,1,3.03,2,8.37,0
54.13,129.43,28,1,3.24,2,8.4,0
54.13,129.43,28,1,2.96,2,8.34,0
54.06,129.31,28,1,2.99,2,8.2,0
54.0,129.2,28,1,3.24,2,8.19,0
54.0,129.2,28,1,3.24,2,8.13,0
53.94,129.09,28,1,3.18,2,8.3,0
53.88,128.97,28,1,2.94,2,8.38,0
53.94,129.09,28,1,3.19,2,8.34,0
53.81,128.86,28,1,2.95,2,8.39,0
53.75,128.75,28,1,2.97,2,8.31,0
53.69,128.64,28,1,2.96,2,8.11,0
53.63,128.52,28,1,3.23,2,8.12,0
53.63,128.52,28,1,3.24,2,8.17,0
53.56,128.41,28,1,3.02,2,8.27,0
53.5,128.3,28,1,3.05,2,8.3,0
53.44,128.19,28,1,3.05,2,8.35,0
53.44,128.19,28,1,3.16,2,8.3,0
53.44,128.19,28,1,3.11,2,8.4,0
53.38,128.07,28,1,3.18,2,8.18,0
53.31,127.96,28,1,2.93,2,8.13,0
53.25,127.85,28,1,3.24,2,8.24,0
53.31,127.96,28,1,3.19,2,8.07,0
53.25,127.85,28,1,2.91,2,8.22,0
53.25,127.85,28,1,3.11,2,8.29,0
53.13,127.62,28,1,2.95,2,7.99,0
53.13,127.62,28,1,2.95,2,8.35,0
53.13,127.62,28,1,3.22,2,8.09,0
53.06,127.51,28,1,3.16,2,8.18,0
53.06,127.51,28,1,2.96,2,8.13,0
53.0,127.4,28,1,3.16,2,8.22,0
52.94,127.29,28,1,3.1,2,8.22,0
52.88,127.17,28,1,3.05,2,8.1,0
52.81,127.06,28,1,3.09,2,8.34,0
52.88,127.17,28,1,3.29,2,8.39,0
52.81,127.06,28,1,3.02,2,8.15,0
52.69,126.84,28,1,3.33,2,8.33,0
52.69,126.84,28,1,3.13,2,8.0,0
52.63,126.72,28,1,3.2,2,8.27,0
52.56,126.61,28,1,2.91,2,8.37,0
52.5,126.5,28,1,3.17,2,8.25,0
52.56,126.61,28,1,3.12,2,8.33,0
52.44,126.39,28,1,3.12,2,8.25,0
52.44,126.39,28,1,3.0,2,8.28,0
52.44,126.39,28,1,3.05,2,8.28,0
52.38,126.27,28,1,3.01,2,8.35,0
52.31,126.16,28,1,3.22,2,8.16,0
52.31,126.16,28,1,3.17,2,8.26,0
52.25,126.05,28,1,3.12,2,8.34,0
52.25,126.05,28,1,3.22,2,8.3,0
52.19,125.94,28,1,2.96,2,8.08,0
52.13,125.82,28,1,3.12,2,8.39,0
52.13,125.82,28,1,3.24,2,8.37,0
52.06,125.71,28,1,3.09,2,8.27,0
52.06,125.71,28,1,3.28,2,8.11,0
51.94,125.49,28,1,3.2,2,8.28,0
51.94,125.49,28,1,3.3,2,8.25,0
51.94,125.49,28,1,3.2,2,8.31,0
51.88,125.37,28,1,3.09,2,8.21,0
51.88,125.37,28,1,3.08,2,8.3,0
51.81,125.26,28,1,3.23,2,7.94,0
51.69,125.04,28,1,3.23,2,8.38,0
51.69,125.04,28,1,3.03,2,8.14,0
51.63,124.92,28,1,2.95,2,8.14,0
51.63,124.92,28,1,3.17,2,7.87,0
51.63,124.92,28,1,3.04,2,8.42,0
51.56,124.81,28,1,3.1,2,8.18,0
51.56,124.81,28,1,3.2,2,8.24,0
51.56,124.81,28,1,3.25,2,8.43,0
51.5,124.7,28,1,3.3,2,8.37,0
51.44,124.59,28,1,2.95,2,8.27,0
51.44,124.59,28,1,3.17,2,8.35,0
51.38,124.47,28,1,2.97,2,8.23,0
51.31,124.36,28,1,2.93,2,8.25,0
51.31,124.36,28,1,2.94,2,8.38,0
51.31,124.36,28,1,3.24,2,8.18,0
51.31,124.36,28,1,3.01,2,8.24,0
51.19,124.14,28,1,3.2,2,8.31,0
51.13,124.02,28,1,3.11,2,8.28,0
51.06,123.91,28,1,3.24,2,8.14,0
51.06,123.91,28,1,2.98,2,8.34,0
51.0,123.8,28,1,3.1,2,8.12,0
51.0,123.8,28,1,3.22,2,8.48,0
50.94,123.69,28,1,3.14,2,8.22,0
50.88,123.57,28,1,3.05,2,8.11,0
50.81,123.46,28,1,3.22,2,8.51,0
50.81,123.46,28,1,3.1,2,8.29,0
50.75,123.35,28,1,3.24,2,8.24,0
50.75,123.35,28,1,2.95,2,8.36,0
50.69,123.24,28,1,3.18,2,8.32,0
50.63,123.12,28,1,3.21,2,8.35,0
50.63,123.12,28,1,3.24,2,8.36,0
50.56,123.01,28,1,3.13,2,8.14,0
50.5,122.9,28,1,2.98,2,8.08,0
50.5,122.9,28,1,3.0,2,8.34,0
50.44,122.79,28,1,3.02,2,8.36,0
50.44,122.79,28,1,3.16,2,8.41,0
50.38,122.67,28,1,3.16,2,8.4,0
50.38,122.67,28,1,3.01,2,8.33,0
50.31,122.56,28,1,3.19,2,8.34,0
50.31,122.56,28,1,2.94,2,8.34,0
50.31,122.56,28,1,3.15,2,8.33,0
50.19,122.34,28,1,3.24,2,8.3,0
50.19,122.34,28,1,3.19,2,8.34,0
50.13,122.22,28,1,3.26,2,8.21,0
50.13,122.22,28,1,3.24,2,8.44,0
50.13,122.22,28,1,3.09,2,8.28,0
50.13,122.22,28,1,3.14,2,8.26,0
50.0,122.0,28,1,3.05,2,8.28,0
50.0,122.0,28,1,3.23,2,8.28,0
49.94,121.89,28,1,3.27,2,8.13,0
49.94,121.89,28,1,3.01,2,8.43,0
49.94,121.89,28,1,3.19,2,8.49,0
49.88,121.77,28,1,3.11,2,8.11,0
49.81,121.66,28,1,3.23,2,8.29,0
49.81,121.66,28,1,3.12,2,8.28,0
49.75,121.55,28,1,3.26,2,8.31,0
49.69,121.44,28,1,3.14,2,8.19,0
49.69,121.44,28,1,3.27,2,8.16,0
49.63,121.32,28,1,2.98,2,8.27,0
49.63,121.32,28,1,3.01,2,8.19,0
49.56,121.21,28,1,3.25,2,8.32,0
49.5,121.1,28,1,3.25,2,8.41,0
49.5,121.1,28,1,3.21,2,8.15,0
49.5,121.1,28,1,3.18,2,8.36,0
49.44,120.99,28,1,3.12,2,8.27,0
49.38,120.87,28,1,2.98,2,8.26,0
49.38,120.87,28,1,3.19,2,7.98,0
49.38,120.87,28,1,3.22,2,8.16,0
49.31,120.76,28,1,3.09,2,8.26,0
49.31,120.76,28,1,3.0,2,8.37,0
49.25,120.65,28,1,3.0,2,8.34,0
49.25,120.65,28,1,3.23,2,8.37,0
49.25,120.65,28,1,3.01,2,8.23,0
49.19,120.54,28,1,3.11,2,8.0,0
49.13,120.42,28,1,3.01,2,8.35,0
49.13,120.42,28,1,3.15,2,8.45,0
49.06,120.31,28,1,3.13,2,7.85,0
49.0,120.2,28,1,3.01,2,8.39,0
48.94,120.09,28,1,3.19,2,8.13,0
48.88,119.97,28,1,2.96,2,8.25,0
48.88,119.97,28,1,3.11,2,8.31,0
48.88,119.97,28,1,3.05,2,8.28,0
48.81,119.86,28,1,3.17,2,8.18,0
48.81,119.86,28,1,3.23,2,8.29,0
48.75,119.75,28,1,2.95,2,8.1,0
48.75,119.75,28,1,2.97,2,8.07,0
48.75,119.75,28,1,2.98,2,8.3,0
48.69,119.64,28,1,3.22,2,8.22,0
48.69,119.64,28,1,3.17,2,8.26,0
48.63,119.52,28,1,3.21,2,8.31,0
48.63,119.52,28,1,3.11,2,8.13,0
48.56,119.41,28,1,2.96,2,8.28,0
48.5,119.3,28,1,3.28,2,8.26,0
48.5,119.3,28,1,3.02,2,8.24,0
48.44,119.19,28,1,3.08,2,8.28,0
48.38,119.07,28,1,3.17,2,8.26,0
48.38,119.07,28,1,3.19,2,8.23,0
48.31,118.96,28,1,3.12,2,8.27,0
48.31,118.96,28,1,3.21,2,7.92,0
48.31,118.96,28,1,3.03,2,8.27,0
48.31,118.96,28,1,2.93,2,8.12,0
48.25,118.85,28,1,3.24,2,8.29,0
48.25,118.85,28,1,3.19,2,7.98,0
48.19,118.74,28,1,3.12,2,8.31,0
48.19,118.74,28,1,3.05,2,8.14,0
48.13,118.62,28,1,3.13,2,8.36,0
48.13,118.62,28,1,3.0,2,8.33,0
48.0,118.4,28,1,3.01,2,8.23,0
48.0,118.4,28,1,3.09,2,8.33,0
48.0,118.4,28,1,2.94,2,8.29,0
47.94,118.29,28,1,3.03,2,8.21,0
47.88,118.17,28,1,3.02,2,8.14,0
47.88,118.17,28,1,3.06,2,7.91,0
47.88,118.17,28,1,3.08,2,8.33,0
47.81,118.06,28,1,3.23,2,8.1,0
47.81,118.06,28,1,3.09,2,8.25,0
47.75,117.95,28,1,3.2,2,8.14,0
47.69,117.84,28,1,3.21,2,8.28,0
47.69,117.84,28,1,3.19,2,8.32,0
47.69,117.84,28,1,3.07,2,8.2,0
47.63,117.72,28,1,3.13,2,8.36,0
47.63,117.72,28,1,2.94,2,8.19,0
47.56,117.61,28,1,2.98,2,8.23,0
47.5,117.5,28,1,3.2,2,8.28,0
47.56,117.61,28,1,2.97,2,8.37,0
47.5,117.5,28,1,3.23,2,8.19,0
47.44,117.39,28,1,2.99,2,8.37,0
47.38,117.28,28,1,3.19,2,8.2,0
47.38,117.28,28,1,3.18,2,8.4,0
47.38,117.28,28,1,3.01,2,8.33,0
47.31,117.16,23,1,3.04,2,8.27,0
47.31,117.16,28,1,3.09,2,8.19,0
47.25,117.05,28,1,3.25,2,8.45,0
47.25,117.05,28,1,3.28,2,8.26,0
47.19,116.94,23,1,3.24,2,8.28,0
47.13,116.82,87,1,3.27,2,8.3,0
47.19,116.94,28,1,3.29,2,8.32,0
47.13,116.82,27,1,3.04,2,8.38,0
47.06,116.71,27,1,3.17,2,8.27,0
47.06,116.71,85,1,3.23,2,8.33,0
47.06,116.71,28,1,3.28,2,8.12,0
47.06,116.71,28,1,3.23,2,8.32,0
47.0,116.6,28,1,3.26,2,8.35,0
47.0,116.6,28,1,2.99,2,8.32,0
46.94,116.49,28,1,3.29,2,8.27,0
46.88,116.37,28,1,3.29,2,8.33,0
46.88,116.37,28,1,3.0,2,8.41,0
46.88,116.37,28,1,3.16,2,8.35,0
46.88,116.37,28,1,3.01,2,8.4,0
46.81,116.26,28,1,3.08,2,8.25,0
46.75,116.15,28,1,3.08,2,8.31,0
46.75,116.15,28,1,3.27,2,8.28,0
46.69,116.04,28,1,2.98,2,8.34,0
46.63,115.92,28,1,3.25,2,7.94,0
46.63,115.92,28,1,3.09,2,8.38,0
46.56,115.81,28,1,3.18,2,8.4,0
46.63,115.92,28,1,3.24,2,8.32,0
46.63,115.92,28,1,3.01,2,8.2,0
46.56,115.81,28,1,2.97,2,7.98,0
46.5,115.7,28,1,3.17,2,8.18,0
46.44,115.59,28,1,3.17,2,8.21,0
46.44,115.59,28,1,2.98,2,8.23,0
46.44,115.59,28,1,3.25,2,8.07,0
46.38,115.47,28,1,3.21,2,8.32,0
46.38,115.47,28,1,3.23,2,8.26,0
46.38,115.47,28,1,3.05,2,8.33,0
46.31,115.36,28,1,3.15,2,8.36,0
46.31,115.36,28,1,2.97,2,8.38,0
46.31,115.36,28,1,3.16,2,8.42,0
46.25,115.25,28,1,3.25,2,7.89,0
46.25,115.25,28,1,3.18,2,8.1,0
46.19,115.14,28,1,3.17,2,8.36,0
46.19,115.14,28,1,2.94,2,8.26,0
46.13,115.03,28,1,3.24,2,8.28,0
46.13,115.03,28,1,3.16,2,8.3,0
46.06,114.91,28,1,2.96,2,8.35,0
46.06,114.91,28,1,3.11,2,8.03,0
46.0,114.8,28,1,2.94,2,8.32,0
46.0,114.8,28,1,3.01,2,8.35,0
45.94,114.69,28,1,3.23,2,8.36,0
45.94,114.69,28,1,3.22,2,8.27,0
45.88,114.57,28,1,3.23,2,8.18,0
45.88,114.57,28,1,3.14,2,8.22,0
45.81,114.46,28,1,3.3,2,8.34,0
45.75,114.35,28,1,3.11,2,8.34,0
45.75,114.35,28,1,3.24,2,8.39,0
45.75,114.35,28,1,3.0,2,8.26,0
45.75,114.35,28,1,3.02,2,8.23,0
45.69,114.24,28,1,3.01,2,8.24,0
45.69,114.24,28,1,3.23,2,8.36,0
45.63,114.12,28,1,3.05,2,8.49,0
45.56,114.01,28,1,3.23,2,8.46,0
45.56,114.01,28,1,3.24,2,8.27,0
45.56,114.01,28,1,3.04,2,8.38,0
45.56,114.01,28,1,3.24,2,8.36,0
45.5,113.9,28,1,3.24,2,8.3,0
45.44,113.79,28,1,3.21,2,8.26,0
45.44,113.79,28,1,3.11,2,8.37,0
45.44,113.79,28,1,3.16,2,8.41,0
45.38,113.67,28,1,3.23,2,8.19,0
45.38,113.67,28,1,3.14,2,8.11,0
45.38,113.67,28,1,3.22,2,8.34,0
45.31,113.56,28,1,3.02,2,8.36,0
45.25,113.45,28,1,3.01,2,8.31,0
45.25,113.45,28,1,3.23,2,8.37,0
45.25,113.45,28,1,3.16,2,8.34,0
45.19,113.34,28,1,3.25,2,7.94,0
45.19,113.34,28,1,3.24,2,8.39,0
45.13,113.22,28,1,2.96,2,8.16,0
45.13,113.22,28,1,3.23,2,8.04,0
45.13,113.22,28,1,3.16,2,8.28,0
45.06,113.11,28,1,3.29,2,8.36,0
45.06,113.11,28,1,3.07,2,8.23,0
45.06,113.11,28,1,3.06,2,8.36,0
45.0,113.0,28,1,3.21,2,8.28,0
45.0,113.0,28,1,3.28,2,8.35,0
44.94,112.89,28,1,3.23,2,8.32,0
45.0,113.0,28,1,3.1,2,8.28,0
44.88,112.78,28,1,3.05,2,8.03,0
44.88,112.78,28,1,3.23,2,8.14,0
44.81,112.66,28,1,3.28,2,8.16,0
44.81,112.66,28,1,3.01,2,8.09,0
44.81,112.66,28,1,2.96,2,8.38,0
44.81,112.66,28,1,3.14,2,8.33,0
44.81,112.66,28,1,3.11,2,8.41,0
44.75,112.55,28,1,3.28,2,8.27,0
44.69,112.44,28,1,3.0,2,8.28,0
44.69,112.44,28,1,3.17,2,8.18,0
44.63,112.32,28,1,3.31,2,8.34,0
44.63,112.32,28,1,3.06,2,8.39,0
44.63,112.32,28,1,3.04,2,8.26,0
44.63,112.32,28,1,3.21,2,8.13,0
44.56,112.21,28,1,3.24,2,8.28,0
44.56,112.21,28,1,3.09,2,8.34,0
44.5,112.1,28,1,3.07,2,8.31,0
44.5,112.1,28,1,3.16,2,8.25,0
44.5,112.1,28,1,3.02,2,8.39,0
44.44,111.99,28,1,3.02,2,8.25,0
44.44,111.99,28,1,3.17,2,8.28,0
44.38,111.87,28,1,3.01,2,8.32,0
44.38,111.87,28,1,3.11,2,8.38,0
44.31,111.76,28,1,3.21,2,8.25,0
44.31,111.76,28,1,3.09,2,8.2,0
44.31,111.76,28,1,3.24,2,8.37,0
44.31,111.76,28,1,2.98,2,8.45,0
44.25,111.65,28,1,3.04,2,8.22,0
44.25,111.65,28,1,3.19,2,8.31,0
44.19,111.54,28,1,3.19,2,8.27,0
44.13,111.42,28,1,3.03,2,8.36,0
44.13,111.42,28,1,3.3,2,8.44,0
44.06,111.31,28,1,3.25,2,8.09,0
44.06,111.31,28,1,3.3,2,8.33,0
44.06,111.31,28,1,3.0,2,8.28,0
44.06,111.31,28,1,3.04,2,8.21,0
44.06,111.31,28,1,3.01,2,8.16,0
44.0,111.2,28,1,3.16,2,8.29,0
44.0,111.2,28,1,2.97,2,8.08,0
43.94,111.09,28,1,3.01,2,8.34,0
43.94,111.09,28,1,3.23,2,8.05,0
43.88,110.97,28,1,2.99,2,8.3,0
43.88,110.97,28,1,3.09,2,8.25,0
43.88,110.97,28,1,3.13,2,8.29,0
43.81,110.86,28,1,3.0,2,8.37,0
43.81,110.86,28,1,3.24,2,8.33,0
43.81,110.86,28,1,3.19,2,8.37,0
43.75,110.75,28,1,3.01,2,8.41,0
43.75,110.75,28,1,3.16,2,8.26,0
43.75,110.75,28,1,3.21,2,8.22,0
43.69,110.64,28,1,3.24,2,8.3,0
43.69,110.64,28,1,3.34,2,8.36,0
43.69,110.64,28,1,3.16,2,8.16,0
43.63,110.53,28,1,2.98,2,8.15,0
43.63,110.53,28,1,3.0,2,8.32,0
43.56,110.41,28,1,3.06,2,8.29,0
43.56,110.41,28,1,3.05,2,8.31,0
43.56,110.41,28,1,3.29,2,8.19,0
43.5,110.3,28,1,3.22,2,8.35,0
43.5,110.3,28,1,3.09,2,8.17,0
43.5,110.3,28,1,3.0,2,8.29,0
43.44,110.19,28,1,3.32,2,8.21,0
43.44,110.19,28,1,3.13,2,7.97,0
43.44,110.19,28,1,3.22,2,8.14,0
43.38,110.07,28,1,2.98,2,8.13,0
43.38,110.07,28,1,3.24,2,8.24,0
43.31,109.96,28,1,3.29,2,8.25,0
43.31,109.96,28,1,3.09,2,8.37,0
43.31,109.96,28,1,3.21,2,8.37,0
43.25,109.85,28,1,3.05,2,8.0,0
43.25,109.85,28,1,3.16,2,8.31,0
43.25,109.85,28,1,3.16,2,8.4,0
43.19,109.74,28,1,3.24,2,8.02,0
43.19,109.74,28,1,3.21,2,8.36,0
43.13,109.62,28,1,3.04,2,8.4,0
43.13,109.62,28,1,3.23,2,8.25,0
43.06,109.51,28,1,3.22,2,8.24,0
43.06,109.51,28,1,3.01,2,8.34,0
43.06,109.51,28,1,3.18,2,8.33,0
43.06,109.51,28,1,3.18,2,7.86,0
42.94,109.29,28,1,3.19,2,8.3,0
42.94,109.29,28,1,3.1,2,8.23,0
42.94,109.29,28,1,3.28,2,8.28,0
42.94,109.29,28,1,3.14,2,8.22,0
42.88,109.17,28,1,3.06,2,8.17,0
42.88,109.17,28,1,3.21,2,8.4,0
42.88,109.17,28,1,3.22,2,7.99,0
42.88,109.17,28,1,3.3,2,8.19,0
42.81,109.06,28,1,3.09,2,8.17,0
42.81,109.06,28,1,3.14,2,8.29,0
42.75,108.95,28,1,3.24,2,8.25,0
42.75,108.95,28,1,3.26,2,8.24,0
42.75,108.95,28,1,3.08,2,8.28,0
42.75,108.95,28,1,3.24,2,8.21,0
42.69,108.84,28,1,3.25,2,8.25,0
42.69,108.84,28,1,3.12,2,8.35,0
42.63,108.72,28,1,3.25,2,8.28,0
42.63,108.72,28,1,2.93,2,8.19,0
42.63,108.72,28,1,3.01,2,8.2,0
42.56,108.61,28,1,3.23,2,8.24,0
42.5,108.5,28,1,2.97,2,8.25,0
42.5,108.5,28,1,3.27,2,8.2,0
42.5,108.5,28,1,3.2,2,8.31,0
42.5,108.5,28,1,2.93,2,8.16,0
42.5,108.5,28,1,2.99,2,8.27,0
42.44,108.39,28,1,2.94,2,8.24,0
42.44,108.39,28,1,3.28,2,8.42,0
42.38,108.28,28,1,3.13,2,8.29,0
42.38,108.28,28,1,3.19,2,8.38,0
42.38,108.28,28,1,2.98,2,8.23,0
42.31,108.16,28,1,2.99,2,8.24,0
42.31,108.16,28,1,2.93,2,8.29,0
42.31,108.16,28,1,3.16,2,8.15,0
42.25,108.05,28,1,3.14,2,7.97,0
42.19,107.94,28,1,3.03,2,8.16,0
42.19,107.94,28,1,3.08,2,8.3,0
42.25,108.05,28,1,3.15,2,8.14,0
42.19,107.94,28,1,3.2,2,8.26,0
42.19,107.94,28,1,3.18,2,8.12,0
42.13,107.82,28,1,3.12,2,8.14,0
42.13,107.82,28,1,3.01,2,8.17,0
42.13,107.82,28,1,3.24,2,8.28,0
42.06,107.71,28,1,3.28,2,8.25,0
42.06,107.71,28,1,2.94,2,8.26,0
42.0,107.6,28,1,3.23,2,8.36,0
42.0,107.6,28,1,3.04,2,8.32,0
42.06,107.71,28,1,3.18,2,8.33,0
42.06,107.71,28,1,3.09,2,8.32,0
42.0,107.6,28,1,3.24,2,8.28,0
41.94,107.49,28,1,2.94,2,8.32,0
41.88,107.37,28,1,3.18,2,8.34,0
41.88,107.37,28,1,3.24,2,8.31,0
41.88,107.37,28,1,3.16,2,8.11,0
41.88,107.37,28,1,3.16,2,8.2,0
41.81,107.26,28,1,2.99,2,8.36,0
41.81,107.26,28,1,3.11,2,8.28,0
41.75,107.15,28,1,3.22,2,8.27,0
41.75,107.15,28,1,3.12,2,8.21,0
41.75,107.15,28,1,3.1,2,8.22,0
41.69,107.04,28,1,2.99,2,8.36,0
41.69,107.04,28,1,3.16,2,8.2,0
41.69,107.04,28,1,2.96,2,8.28,0
41.69,107.04,28,1,2.99,2,8.17,0
41.63,106.92,28,1,3.07,2,8.23,0
41.63,106.92,28,1,3.11,2,8.36,0
41.63,106.92,28,1,3.14,2,8.28,0
41.56,106.81,28,1,3.02,2,8.36,0
41.56,106.81,28,1,3.24,2,8.35,0
41.56,106.81,28,1,3.11,2,8.26,0
41.56,106.81,28,1,3.23,2,8.34,0
41.5,106.7,28,1,3.19,2,8.32,0
41.5,106.7,28,1,2.99,2,8.27,0
41.5,106.7,28,1,3.01,2,8.19,0
41.5,106.7,28,1,3.0,2,7.91,0
41.44,106.59,28,1,3.2,2,8.3,0
41.38,106.47,28,1,3.2,2,8.3,0
41.44,106.59,28,1,3.28,2,8.03,0
41.38,106.47,28,1,3.02,2,8.39,0
41.38,106.47,28,1,3.19,2,8.3,0
41.38,106.47,28,1,3.03,2,8.23,0
41.31,106.36,28,1,3.06,2,8.21,0
41.31,106.36,28,1,3.22,2,8.27,0
41.25,106.25,28,1,3.12,2,8.21,0
41.25,106.25,28,1,3.02,2,8.25,0
41.25,106.25,28,1,3.02,2,8.36,0
41.25,106.25,28,1,3.28,2,8.2,0
41.25,106.25,28,1,3.23,2,8.21,0
41.19,106.14,28,1,3.2,2,8.35,0
41.19,106.14,28,1,2.99,2,8.36,0
41.19,106.14,28,1,3.22,2,8.35,0
41.13,106.03,28,1,3.17,2,8.29,0
41.13,106.03,28,1,3.19,2,8.19,0
41.13,106.03,28,1,3.07,2,8.27,0
41.06,105.91,28,1,3.02,2,8.34,0
41.06,105.91,28,1,3.15,2,8.23,0
41.06,105.91,28,1,3.23,2,7.89,0
41.06,105.91,28,1,3.07,2,8.22,0
41.0,105.8,28,1,3.17,2,8.3,0
41.06,105.91,28,1,3.26,2,8.25,0
41.0,105.8,28,1,3.24,2,8.2,0
41.0,105.8,28,1,3.09,2,8.21,0
40.94,105.69,28,1,3.01,2,8.05,0
40.94,105.69,28,1,3.17,2,8.32,0
40.88,105.57,28,1,3.01,2,8.25,0
40.81,105.46,28,1,3.14,2,8.41,0
40.81,105.46,28,1,3.03,2,8.26,0
40.81,105.46,28,1,3.28,2,8.43,0
40.81,105.46,28,1,2.98,2,8.06,0
40.75,105.35,28,1,3.12,2,8.1,0
40.81,105.46,28,1,2.99,2,8.25,0
40.81,105.46,28,1,3.11,2,8.26,0
40.75,105.35,28,1,3.24,2,8.34,0
40.75,105.35,28,1,2.95,2,8.17,0
